org_type,district_id,name,address,city,state_abbr,zip,phone,grade_low,grade_high,lea_type_code,state_fips,website,school_count,total_enrollment,diocese_code,primary_state,states,dio_website
district,0602548,Clovis Global Academy District,44 Shaw Ave.,Clovis,CA,93612,(559)575-0587,KG,08,7,06,http://www.clovisglobalacademy.org,1,0,,,,
district,0602551,Banta Charter District,22345 El Rancho Rd.,Tracy,CA,95304,(209)229-4650,KG,08,7,06,http://bes.bantasd.org/,1,0,,,,
district,0602552,Irvine International Academy District,4782 Karen Ann Ln.,Irvine,CA,92604,(949)242-6164,KG,08,7,06,http://irvineia.org,1,0,,,,
district,0602553,Kipp Poder Public District,630 Leonard Ave.,Los Angeles,CA,90022,(213)489-4461,,,7,06,http://www.kippsocal.org/poder,1,0,,,,
district,0602554,Life Learning Academy Charter District,651 Eighth St. Bldg. 229 Treasure Island,San Francisco,CA,94130,(415)397-8957,09,12,7,06,http://www.llasf.org,1,0,,,,
district,0602555,New Hope Charter District,201 Jessie Ave.,Sacramento,CA,95838,(916)649-5077,KG,08,7,06,,1,0,,,,
district,0602556,Golden Charter Academy District,1626 West Princeton Ave.,Fresno,CA,93705,(559)293-3157,KG,08,7,06,http://www.goldencharteracademy.org,1,0,,,,
district,0602557,Environmental Charter High - Gardena District,2818 Manhattan Beach Blvd.,Gardena,CA,90249,(424)295-9898,09,12,7,06,http://www.ecsonline.org,1,0,,,,
district,0602558,Entrepreneur High Fontana District,7775 Sierra Ave.,Fontana,CA,92336,(909)200-7148,09,12,7,06,http://www.realjourney.org,1,0,,,,
district,0602559,Aspen Ridge Public District,3821 North Clark St.,Fresno,CA,93726,(559)374-0080,07,12,7,06,http://ridge.aspenps.org,1,0,,,,
district,0602560,Audeo Valley Charter District,27130 Eucalyptus Ave. Ste. A,Moreno Valley,CA,92555,(951)242-6646,06,12,7,06,http://audeovalley.com,1,0,,,,
district,0602562,Bostonia Global District,1390 Broadway,El Cajon,CA,92021,(619)588-3121,KG,12,7,06,http://cajonvalley.net,1,0,,,,
district,0602563,Kipp Stockton District,742 Dallas Ave.,Stockton,CA,95206,(209)888-1686,KG,12,7,06,http://kippnorcal.org/kipp-stockton,1,0,,,,
district,0602564,Bridges Preparatory Academy District,400 South Santa Fe Ave.,Compton,CA,90221,(866)201-3890,06,08,7,06,http://bpacompton.org,1,0,,,,
district,0602565,Yuba River Charter District,10085 Adam Ave.,Grass Valley,CA,95945,(530)272-6060,KG,08,7,06,http://www.yubariverschool.org,1,0,,,,
district,0602566,Riverside Preparatory District,19121 Third St.,Oro Grande,CA,92368,(760)243-5884,KG,12,7,06,http://www.riversideprep.net,1,0,,,,
district,0602567,Citizens of the World Charter School East Valley District,12020 Burbank Blvd.,Valley Village,CA,91607,(818)698-3848,KG,08,7,06,http://cwceastvalley.org/,1,0,,,,
district,0602569,Shanel Valley Academy District,1 Ralph Bettcher Dr.,Hopland,CA,95449,(707)234-9626,KG,06,7,06,http://www.sanelvalleyacademy.com,1,0,,,,
district,0602570,Achieve Charter School of Chico District,1494 East Ave.,Chico,CA,95926,(530)872-4100,KG,08,7,06,http://www.achievecharter.org,1,0,,,,
district,0602571,Banta Unified,22375 El Rancho Rd.,Tracy,CA,95304,(209)229-4651,KG,12,1,06,http://www.bantasd.org,1,0,,,,
district,0602573,Epic Academy District,2760 Penrose Ln.,Lathrop,CA,95330,(209)717-6700,KG,08,7,06,http://www.riacademies.net/epicacademy-k-8thgradeschool_home.aspx,1,0,,,,
district,0602574,River Islands High District,16601 Riptide Way,Lathrop,CA,95330,(209)717-6715,09,12,7,06,http://www.riacademies.net/riverislandshighschool_home.aspx,1,0,,,,
district,0602575,Kipp University Park District,820 North American St.,Stockton,CA,95202,(209)741-7924,KG,08,7,06,http://upmiddle.kippnorcal.org/,1,0,,,,
district,0602576,Shade Canyon District,4335 Sylar Ln.,Kelseyville,CA,95451,(707)245-7757,KG,08,7,06,http://www.shadecanyon.org,1,0,,,,
district,0602577,Kipp Generations Academy District,1415 W. Gardena Blvd.,Gardena,CA,90247,(213)489-4461,,,7,06,http://kippsocal.org/generations,1,0,,,,
district,0602578,Phoenix Charter Academy College View District,145 Shasta View Dr.,Redding,CA,96003,(530)222-9280,KG,12,7,06,,1,0,,,,
district,0602579,Community Roots School Food Services Agency,380 Crown Point Circle,Grass Valley,CA,95945,(530)478-6400,,,4,06,http://www.nevco.org,0,0,,,,
district,0602580,West Side Education Authority Jpa,589 West Fremont Ave.,Sunnyvale,CA,94087,(408)522-2245,,,4,06,,0,0,,,,
district,0602581,Astronaut Jose' M. Hernandez Academy District,703 East Swain Rd.,Stockton,CA,95207,(209)830-9219,KG,08,7,06,http://eccacademies.org,1,0,,,,
district,0602582,New Pacific Charter - Roseville District,143 Clinton Ave.,Roseville,CA,95678,(916)890-7579,KG,12,7,06,http://www.pacificcharters.org,1,0,,,,
district,0602583,The Seed School of Los Angeles County District,8400 South Vermont Ave.,Los Angeles,CA,90044,(323)843-6700,09,12,7,06,http://seedschoolla.org,1,0,,,,
district,0602610,Anaheim Elementary,1001 South East St.,Anaheim,CA,92805,(714)517-7500,KG,06,1,06,http://www.aesd.org,24,0,,,,
district,0602630,Anaheim Union High,501 Crescent Way,Anaheim,CA,92801,(714)999-3511,07,12,1,06,http://www.auhsd.us,21,0,,,,
district,0602670,West Sonoma County Union High,462 Johnson St.,Sebastopol,CA,95472,(707)824-6403,KG,12,1,06,http://www.wscuhsd.org,4,0,,,,
district,0602700,Anderson Union High,1469 Ferry St.,Anderson,CA,96007,(530)378-0568,08,12,1,06,http://www.auhsd.net,6,0,,,,
district,0602730,Anderson Valley Unified,18200 Mountain View Rd.,Boonville,CA,95415,(707)895-3774,KG,12,1,06,http://www.avpanthers.org,2,0,,,,
district,0602760,Antelope Elementary,22630 Antelope Blvd.,Red Bluff,CA,96080,(530)527-1272,KG,08,1,06,http://antelopeschools.org,4,0,,,,
district,0602820,Antelope Valley Union High,176 Holston Dr.,Lancaster,CA,93535,(661)948-7655,KG,12,1,06,http://www.avdistrict.org,13,0,,,,
district,0602850,Antioch Unified,510 G St.,Antioch,CA,94509,(925)779-7500,KG,12,1,06,http://www.antiochschools.net,25,0,,,,
district,0602970,Arcadia Unified,150 South 3rd Ave.,Arcadia,CA,91006,(626)821-8300,KG,12,1,06,http://www.ausd.k12.ca.us,11,0,,,,
district,0603000,Arcata Elementary,1435 Buttermilk Ln.,Arcata,CA,95521,(707)822-0351,KG,12,1,06,http://www.arcataschooldistrict.org,2,0,,,,
district,0603030,Northern Humboldt Union High,2755 Mckinleyville Ave.,Mckinleyville,CA,95519,(707)839-6470,KG,12,1,06,http://www.nohum.k12.ca.us,4,0,,,,
district,0603060,Arcohe Union Elementary,11755 Ivie Rd.,Herald,CA,95638,(209)748-2313,KG,08,1,06,http://www.arcohe.net,1,0,,,,
district,0603090,Arena Union Elementary,45 Lake St.,Point Arena,CA,95468,(707)882-2803,KG,12,2,06,http://pointarenaschools.org/aues/,1,0,,,,
district,0603180,Armona Union Elementary,11115 C St.,Armona,CA,93202,(559)583-5000,KG,12,1,06,http://www.auesd.com,3,0,,,,
district,0603270,Arvin Union,737 Bear Mountain Blvd.,Arvin,CA,93203,(661)854-6500,KG,08,1,06,http://www.arvinschools.com,4,0,,,,
district,0603300,Atascadero Unified,5601 West Mall,Atascadero,CA,93422,(805)462-4200,KG,12,1,06,http://www.atasusd.org,12,0,,,,
district,0603420,Atwater Elementary,1401 Broadway Ave.,Atwater,CA,95301,(209)357-6100,KG,08,1,06,http://www.aesd.edu,11,0,,,,
district,0603480,Auburn Union Elementary,255 Epperle Ln.,Auburn,CA,95603,(530)885-7242,KG,08,1,06,http://www.auburn.k12.ca.us,4,0,,,,
district,0603600,Azusa Unified,546 South Citrus Ave.,Azusa,CA,91702,(626)967-6211,KG,12,1,06,http://www.azusa.org,11,0,,,,
district,0603610,Baker Valley Unified,72100 School House Ln.,Baker,CA,92309,(760)733-4567,KG,12,1,06,http://www.baker.k12.ca.us,3,0,,,,
district,0603630,Bakersfield City,1300 Baker St.,Bakersfield,CA,93305,(661)631-4600,KG,08,1,06,http://www.bcsd.com,45,0,,,,
district,0603690,Baldwin Park Unified,3699 North Holly Ave.,Baldwin Park,CA,91706,(626)962-3311,KG,12,1,06,http://www.bpusd.net,17,0,,,,
district,0603720,Ballard Elementary,2425 School St.,Solvang,CA,93463,(805)688-4812,KG,06,1,06,http://www.ballardschool.org,1,0,,,,
district,0603750,Ballico-cressey Elementary,11818 Gregg St.,Ballico,CA,95303,(209)394-9400,KG,08,1,06,http://www.ballicocressey.com,2,0,,,,
district,0603780,Bangor Union Elementary,7549 Oro-bangor Hwy.,Bangor,CA,95914,(530)679-2434,KG,08,1,06,http://www.bangorunion.org,1,0,,,,
district,0603840,Banning Unified,161 West Williams St.,Banning,CA,92220,(951)922-0200,KG,12,1,06,http://www.banning.k12.ca.us,11,0,,,,
district,0604020,Barstow Unified,551 South Avenue H,Barstow,CA,92311,(760)255-6000,KG,12,1,06,http://www.busdk12.com,15,0,,,,
district,0604080,Bass Lake Joint Union Elementary,40096 Indian Springs Rd.,Oakhurst,CA,93644,(559)642-1555,KG,08,1,06,http://www.basslakeschooldistrict.com,4,0,,,,
district,0604110,Bassett Unified,904 Willow Ave.,La Puente,CA,91746,(626)931-3000,KG,12,1,06,http://www.bassettusd.org,7,0,,,,
district,0604200,Bayshore Elementary,155 Oriente St.,Daly City,CA,94014,(415)467-5443,KG,08,1,06,http://www.thebayshoreschool.org,1,0,,,,
district,0604230,Bear Valley Unified,42271 Moonridge Rd.,Big Bear Lake,CA,92315,(909)866-4631,KG,12,1,06,http://www.bearvalleyusd.org,6,0,,,,
district,0604260,Beardsley Elementary,1001 Roberts Ln.,Bakersfield,CA,93308,(661)393-8550,KG,08,1,06,http://www.beardsleyschool.org,4,0,,,,
district,0604290,Beaumont Unified,350 West Brookside Ave.,Beaumont,CA,92223,(951)845-1631,KG,12,1,06,http://www.beaumontusd.us/,15,0,,,,
district,0604350,Bella Vista Elementary,22661 Old Alturas Rd.,Bella Vista,CA,96008,(530)549-4415,KG,08,1,06,http://www.bveagles.com,1,0,,,,
district,0604380,Bellevue Union,3150 Education Dr.,Santa Rosa,CA,95407,(707)542-5197,KG,06,1,06,http://www.busd.org/,4,0,,,,
district,0604440,Bellflower Unified,16703 South Clark Ave.,Bellflower,CA,90706,(562)866-9011,KG,12,1,06,http://www.busd.k12.ca.us,15,0,,,,
district,0604500,Belleview Elementary,22736 Kuien Mill Rd.,Sonora,CA,95370,(209)586-5510,KG,08,1,06,http://www.mybelleview.org,2,0,,,,
district,0604530,Belmont-redwood Shores Elementary,2960 Hallmark Dr.,Belmont,CA,94002,(650)637-4800,KG,08,1,06,http://www.brssd.org,7,0,,,,
district,0604620,Benicia Unified,350 East K St.,Benicia,CA,94510,(707)747-8300,KG,12,1,06,http://www.beniciaunified.org,8,0,,,,
district,0604650,Bennett Valley Union Elementary,2250 Mesquite Dr.,Santa Rosa,CA,95405,(707)542-2201,KG,06,1,06,http://www.bvusd.org,2,0,,,,
district,0604740,Berkeley Unified,2020 Bonar St.,Berkeley,CA,94702,(510)644-6150,KG,12,1,06,http://www.berkeleyschools.net,18,0,,,,
district,0604800,Berryessa Union Elementary,981 Ridder Park Dr.,San Jose,CA,95131,(408)923-1800,KG,08,1,06,http://www.berryessa.k12.ca.us,14,0,,,,
district,0604830,Beverly Hills Unified,624 N. Rexford Dr.,Beverly Hills,CA,90210,(310)551-5100,KG,12,1,06,http://www.bhusd.org,6,0,,,,
district,0604860,Big Creek Elementary,55190 Point Rd.,Big Creek,CA,93605,(559)893-3314,KG,08,1,06,http://www.bigcreekschool.com,1,0,,,,
district,0604890,Big Lagoon Union Elementary,269 Big Lagoon Park Rd.,Trinidad,CA,95570,(707)677-3688,KG,08,1,06,http://www.biglagoon.org,1,0,,,,
district,0604950,Big Pine Unified,500 South Main St.,Big Pine,CA,93513,(760)938-2222,KG,12,1,06,http://bigpineschools.org,2,0,,,,
district,0604980,Big Springs Union Elementary,7405 Highway A-12,Montague,CA,96064,(530)459-3189,KG,08,1,06,http://www.bigspringsschool.org,1,0,,,,
district,0605010,Big Valley Joint Unified,400 Bridge St.,Bieber,CA,96009,(530)294-5266,KG,12,1,06,http://www.bigvalleyschool.org,2,0,,,,
district,0605040,Biggs Unified,300 B St.,Biggs,CA,95917,(530)868-1281,KG,12,1,06,http://www.biggs.org,3,0,,,,
district,0605190,Bitterwater-tully Elementary,45980 Airline Hwy State Highway 25,King City,CA,93930,(831)385-5339,KG,08,1,06,,1,0,,,,
district,0605220,Black Butte Union Elementary,7752 Ponderosa Way,Shingletown,CA,96088,(530)474-3125,KG,08,1,06,http://www.blackbutteschool.org,2,0,,,,
district,0605240,Black Oak Mine Unified,6540 Wentworth Springs Rd.,Georgetown,CA,95634,(530)333-8300,KG,12,1,06,http://www.bomusd.org,6,0,,,,
district,0605250,Blake Elementary,19165 Main St.,Woody,CA,93287,(661)536-8559,KG,08,1,06,http://kcsos.kern.org/blakesd,1,0,,,,
district,0605280,Blochman Union Elementary,4949 Foxen Canyon Rd.,Santa Maria,CA,93454,(805)937-1148,KG,12,1,06,http://blochmanusd.org,1,0,,,,
district,0605400,Blue Lake Union Elementary,631 Greenwood Ave.,Blue Lake,CA,95525,(707)668-5674,KG,08,1,06,http://bluelakeschool.org,1,0,,,,
district,0605490,Bogus Elementary,13735 Ager-beswick Rd.,Montague,CA,96064,(530)459-3163,KG,08,1,06,http://www.bogus.k12.ca.us/,1,0,,,,
district,0605520,Bolinas-stinson Union,125 Olema-bolinas Rd.,Bolinas,CA,94924,(415)868-1603,KG,08,1,06,http://www.bolinas-stinson.org,1,0,,,,
district,0605580,Santa Maria-bonita,708 South Miller St.,Santa Maria,CA,93454,(805)928-1783,KG,08,1,06,http://www.smbsd.org,21,0,,,,
district,0605610,Bonita Unified,115 West Allen Ave.,San Dimas,CA,91773,(909)971-8200,KG,12,1,06,http://www.bonita.k12.ca.us,15,0,,,,
district,0605640,Bonny Doon Union Elementary,1492 Pine Flat Rd.,Santa Cruz,CA,95060,(831)427-2300,KG,06,1,06,http://www.bonnydoon.santacruz.k12.ca.us,1,0,,,,
district,0605700,Borrego Springs Unified,2281 Diegueno Rd.,Borrego Springs,CA,92004,(760)767-5357,KG,12,1,06,,3,0,,,,
district,0605730,Bradley Union Elementary,65600 Dixie St.,Bradley,CA,93426,(805)472-2310,KG,08,1,06,http://www.bradleyusd.org,1,0,,,,
district,0605790,Brawley Elementary,261 D St.,Brawley,CA,92227,(760)344-2330,KG,08,1,06,http://www.besd.org,6,0,,,,
district,0605820,Brawley Union High,480 North Imperial Ave.,Brawley,CA,92227,(760)312-5819,09,12,1,06,http://www.brawleyhigh.org,3,0,,,,
district,0605880,Brea-olinda Unified,1 Civic Center Cir.,Brea,CA,92821,(714)990-7800,KG,12,1,06,http://www.bousd.k12.ca.us,10,0,,,,
district,0605910,Brentwood Union,255 Guthrie Ln.,Brentwood,CA,94513,(925)513-6300,KG,08,1,06,http://www.brentwood.k12.ca.us,12,0,,,,
district,0605940,Bret Harte Union High,323 South Main St.,Angels Camp,CA,95221,(209)736-8340,09,12,1,06,http://www.brethartebullfrogs.org/,2,0,,,,
district,0606000,Bridgeville Elementary,38717 Kneeland Rd.,Bridgeville,CA,95526,(707)777-3311,KG,08,1,06,http://www.bridgevilleschool.org,1,0,,,,
district,0606030,Briggs Elementary,12465 Foothill Rd.,Santa Paula,CA,93036,(805)525-7540,KG,08,1,06,http://www.briggsesd.org,2,0,,,,
district,0606060,Brisbane Elementary,1 Solano St.,Brisbane,CA,94005,(415)467-0550,KG,08,1,06,http://www.brisbanesd.org,3,0,,,,
district,0606090,Brittan Elementary,2340 Pepper St.,Sutter,CA,95982,(530)822-5155,KG,08,1,06,http://www.brittan.k12.ca.us,1,0,,,,
district,0606100,Browns Elementary,1248 Pacific Ave.,Rio Oso,CA,95674,(530)633-2523,KG,08,1,06,http://www.sutter.k12.ca.us/district/browns/browns.htm,1,0,,,,
district,0606270,Buckeye Union Elementary,5049 Robert J Mathews Pkwy.,El Dorado Hills,CA,95762,(530)677-2261,KG,12,1,06,http://www.buckeyeusd.org,9,0,,,,
district,0606330,Buellton Union Elementary,301 Second St.,Buellton,CA,93427,(805)686-2767,KG,08,1,06,http://www.buelltonusd.org,2,0,,,,
district,0606360,Buena Park Elementary,6885 Orangethorpe Ave.,Buena Park,CA,90620,(714)522-8412,KG,08,1,06,http://www.bpsd.us,7,0,,,,
district,0606390,Panama-buena Vista Union,4200 Ashe Rd.,Bakersfield,CA,93313,(661)831-8331,KG,08,1,06,http://www.pbvusd.k12.ca.us,26,0,,,,
district,0606420,Buena Vista Elementary,21660 Road 60,Tulare,CA,93274,(559)686-2015,KG,08,1,06,http://buenavistaeagles.org,1,0,,,,
district,0606450,Burbank Unified,1900 West Olive Ave.,Burbank,CA,91506,(818)729-4400,KG,12,1,06,http://www.burbankusd.org,21,0,,,,
district,0606480,Burlingame Elementary,1825 Trousdale Dr.,Burlingame,CA,94010,(650)259-3800,KG,08,1,06,http://www.burlingameschools.org,8,0,,,,
district,0606510,Burnt Ranch Elementary,251 Burnt Ranch School Rd.,Burnt Ranch,CA,95527,(530)629-2543,KG,08,1,06,http://www.bresd.org,1,0,,,,
district,0606540,Burrel Union Elementary,16704 South Jameson Ave.,Riverdale,CA,93656,(559)866-5634,KG,08,1,06,http://www.burrel.k12.ca.us,1,0,,,,
district,0606570,Burton Elementary,264 North Westwood St.,Porterville,CA,93257,(559)781-8020,KG,12,1,06,http://www.burtonschools.org,7,0,,,,
district,0606580,Butte Valley Unified,615 West Third St.,Dorris,CA,96023,(530)397-4000,KG,12,1,06,http://www.bvalusd.org,4,0,,,,
district,0606690,Butteville Union Elementary,24512 Edgewood Rd.,Weed,CA,96094,(530)938-2255,KG,08,1,06,http://www.butteville.k12.ca.us/,1,0,,,,
district,0606720,Buttonwillow Union Elementary,42600 Highway 58,Buttonwillow,CA,93206,(661)764-5166,KG,08,1,06,http://buttonwillowschool.com,1,0,,,,
district,0606750,Byron Union Elementary,14301 Byron Hwy.,Byron,CA,94514,(925)809-7502,KG,12,1,06,http://www.byronunionschooldistrict.us,4,0,,,,
district,0606780,Cabrillo Unified,498 Kelly Ave.,Half Moon Bay,CA,94019,(650)712-7100,KG,12,1,06,http://www.cabrillo.k12.ca.us,7,0,,,,
district,0606810,Cajon Valley Union,750 East Main St.,El Cajon,CA,92020,(619)588-3005,KG,12,1,06,http://www.cajonvalley.net,26,0,,,,
district,0606870,Calaveras Unified,3304 B Highway 12,San Andreas,CA,95249,(209)754-2300,KG,12,1,06,http://www.calaveras.k12.ca.us,9,0,,,,
district,0606900,Calexico Unified,901 Andrade Ave.,Calexico,CA,92231,(760)768-3888,KG,12,1,06,http://www2.cusdk12.org,12,0,,,,
district,0606960,Caliente Union Elementary,12400 Caliente Creek Rd.,Caliente,CA,93518,(661)867-2301,KG,08,1,06,http://calienteschooldistrict.org,1,0,,,,
district,0606990,Calipatria Unified,501 West Main St.,Calipatria,CA,92233,(760)348-2151,KG,12,1,06,http://www.calipatriahornets.org,4,0,,,,
district,0607020,Calistoga Joint Unified,1520 Lake St.,Calistoga,CA,94515,(707)942-4703,KG,12,1,06,http://www.calistogaschools.org,3,0,,,,
district,0607140,Cambrian,4115 Jacksol Dr.,San Jose,CA,95124,(408)377-2103,KG,08,1,06,http://www.cambriansd.org,6,0,,,,
district,0607170,Camino Union Elementary,3060 Snows Rd.,Camino,CA,95709,(530)644-4552,KG,08,1,06,http://www.caminoschool.org,1,0,,,,
district,0607200,Campbell Union,155 North Third St.,Campbell,CA,95008,(408)364-4200,KG,08,1,06,http://www.campbellusd.org,12,0,,,,
district,0607230,Campbell Union High,3235 Union Ave.,San Jose,CA,95124,(408)371-0960,09,12,1,06,http://www.cuhsd.org,6,0,,,,
district,0607260,Camptonville Elementary,16585 School St.,Camptonville,CA,95922,(530)288-3277,KG,12,1,06,http://www.cville.k12.ca.us,1,0,,,,
district,0607350,Canyon Elementary,187 Pinehurst Rd.,Canyon,CA,94516,(925)376-4671,KG,08,1,06,http://www.canyon.k12.ca.us,1,0,,,,
district,0607410,Capay Joint Union Elementary,7504 Cutting Ave.,Orland,CA,95963,(530)865-1222,KG,08,1,06,http://www.capayschool.org,1,0,,,,
district,0607440,Capistrano Unified,33122 Valle Rd.,San Juan Capistrano,CA,92675,(949)234-9200,KG,12,1,06,http://www.capousd.org,59,0,,,,
district,0607470,Cardiff Elementary,1888 Montgomery Ave.,Cardiff-by-the-sea,CA,92007,(760)632-5890,KG,06,1,06,http://www.cardiffschools.com,2,0,,,,
district,0607500,Carlsbad Unified,6225 El Camino Real,Carlsbad,CA,92009,(760)331-5000,KG,12,1,06,http://www.carlsbadusd.net,16,0,,,,
