website,site_title,fax_numbers,found_on,errors
http://anderson.vansd.org/,Home - Sarah J. Anderson Elementary School,360-313-1500; 360-313-1501; 360-313-1474; 360-313-5400,http://anderson.vansd.org/; http://anderson.vansd.org/,Error fetching http://anderson.vansd.org/contact: HTTPError; Error fetching http://anderson.vansd.org/contact-us: HTTPError; Error fetching http://anderson.vansd.org/contactus: HTTPError; Error fetching http://anderson.vansd.org/directory: HTTPError
http://firgrove.vansd.org,Vancouver Public Schools,Not found,,
http://www.wenatcheeschools.org/pio/,Welcome to Pioneer Middle School | Pioneer Middle School,509.663.7171; 509.663.0453; 509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/pio/; http://www.wenatcheeschools.org/pio/about/; http://www.wenatcheeschools.org/pio/staff-directory; http://www.wenatcheeschools.org/pio/staff; http://www.wenatcheeschools.org/district-calendars; http://www.wenatcheeschools.org/about/contact; http://www.wenatcheeschools.org/,Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://www.wenatcheeschools.org/ss/,Welcome to Sunnyslope Elementary | Sunnyslope Elementary School,509.662.8803; 509.664.5094; 509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/ss/; http://www.wenatcheeschools.org/ss/about/; http://www.wenatcheeschools.org/ss/staff-directory; http://www.wenatcheeschools.org/ss/staff-links; http://www.wenatcheeschools.org/district-calendars; http://www.wenatcheeschools.org/about/contact; http://www.wenatcheeschools.org/,Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://www.wenatcheeschools.org/whs,Welcome to Wenatchee High School | Wenatchee High School,509.663.8117; 509.663.2573; 509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/whs; http://www.wenatcheeschools.org/whs/about/; http://www.wenatcheeschools.org/whs/staff; http://www.wenatcheeschools.org/whs/staff-directory; http://www.wenatcheeschools.org/district-calendars; http://www.wenatcheeschools.org/about/contact; http://www.wenatcheeschools.org/,Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://jh.wvsd208.org/SiteHome/,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='jh.wvsd208.org', port=80): Max retries exceeded with url: /SiteHome/ (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F7E7A90>: Failed to resolve 'jh.wvsd208.org' ([Errno 11001] getaddrinfo failed)""))"
http://hs.wvsd208.org/sitehome/home/home.shtml,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://hs.wvsd208.org/sitehome/home/home.shtml
http://www.whiteriver.wednet.edu,White River School District 416,Not found,,Error fetching http://www.whiteriver.wednet.edu/contact: HTTPError; Error fetching http://www.whiteriver.wednet.edu/contact-us: HTTPError; Error fetching http://www.whiteriver.wednet.edu/contactus: HTTPError; Error fetching http://www.whiteriver.wednet.edu/directory: HTTPError
http://wrhs.whiteriver.wednet.edu/,White River High School,(360) 829-3352; (360) 829-3896; 360-829-3850,http://wrhs.whiteriver.wednet.edu/; http://wrhs.whiteriver.wednet.edu/apps/pages/index.jsp?uREC_ID=1478780&type=d&pREC_ID=1629841; http://wrhs.whiteriver.wednet.edu/apps/staff/; http://wrhs.whiteriver.wednet.edu/apps/news/article/2012730?categoryId=13809; http://wrhs.whiteriver.wednet.edu/apps/news/article/1023045?categoryId=13809,Error fetching http://wrhs.whiteriver.wednet.edu/apps/events/2026/3/13/35251501/?REC_ID=35251501&id=0: HTTPError; Error fetching http://wrhs.whiteriver.wednet.edu/contact: HTTPError; Error fetching http://wrhs.whiteriver.wednet.edu/contact-us: HTTPError; Error fetching http://wrhs.whiteriver.wednet.edu/contactus: HTTPError; Error fetching http://wrhs.whiteriver.wednet.edu/directory: HTTPError; Error fetching http://wrhs.whiteriver.wednet.edu/staff: HTTPError
http://www.willapavalley.org,Willapa Valley School District,Not found,,
http://www.woodlandschools.org,Woodland Public Schools,360-841-2700; 360-841-2701; 360-841-2900; 360-841-2741; 360-841-2702; 360-841-2023; 360-841-2730; 360-841-2715; 360-841-2707; 360-841-2714; 360-841-2713; 360-841-2703; 360-841-2712; 360-841-2725; 360-841-2740; 360-841-2722; 360-841-2718; 360-841-2800,http://www.woodlandschools.org; http://www.woodlandschools.org/; http://www.woodlandschools.org; http://www.woodlandschools.org/page/1; http://www.woodlandschools.org/page/9; http://www.woodlandschools.org/page/26; http://www.woodlandschools.org/page/13,Error fetching http://www.woodlandschools.org/contact: HTTPError; Error fetching http://www.woodlandschools.org/contact-us: HTTPError; Error fetching http://www.woodlandschools.org/contactus: HTTPError; Error fetching http://www.woodlandschools.org/directory: HTTPError
http://www.kelso.wednet.edu/khs,Client Challenge,Not found,,
http://www.almirasd.org,Client Challenge,Not found,,
http://ahs.asd103.org,,Not found,,Homepage error: HTTPError: 403 Client Error: Forbidden for url: http://ahs.asd103.org/
http://wht.asd103.org,,Not found,,Homepage error: HTTPError: 403 Client Error: Forbidden for url: http://wht.asd103.org/
http://www.asd.wednet.edu/pms,Client Challenge,Not found,,
http://www.auburn.wednet.edu/ahs,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.auburn.wednet.edu/ahs
http://www.auburn.wednet.edu/Domain/23,Home - Ilalko Elementary School,(253) 931-4748; (253) 804-4522; (253) 931-4900; (253) 931-8006; 253-887-3678; 253-931-4950; 425-276-1735; 425-243-7242; 253-931-4712; (253) 453-5582; 425-272-5573,http://www.auburn.wednet.edu/Domain/23; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/international-welcome-center; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/arhs,Home - Auburn Riverside High School,(253) 804-5154; (253) 804-5168; 253-804-5159; (253) 931-4900; (253) 931-8006; 253-931-4712,http://www.auburn.wednet.edu/arhs; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; http://www.auburn.wednet.edu/for-staff; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/for-staff/asd-district-strategic-improvement-plan: HTTPError; Error fetching https://www.auburn.wednet.edu/for-staff/assessment-program-portal-wa-wacp-portal: SSLError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/Domain/25,Home - Lakeland Hills Elementary School,(253) 876-7711; (253) 876-7714; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/Domain/25; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/for-staff; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/for-families-students/nurses-office: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.spokaneintlacademy.org,Spokane International Academy,(509) 209-8730; (509) 209-8078; (509) 321-9650; (509) 321-5823,https://www.spokaneintlacademy.org/contact-us; http://www.spokaneintlacademy.org/contact-us,Error fetching http://www.spokaneintlacademy.org/contact: HTTPError; Error fetching http://www.spokaneintlacademy.org/contactus: HTTPError; Error fetching http://www.spokaneintlacademy.org/directory: HTTPError; Error fetching http://www.spokaneintlacademy.org/staff: HTTPError; Error fetching http://www.spokaneintlacademy.org/about: HTTPError
http://alderwood.bellinghamschools.org/,Home - Alderwood Elementary School,360-676-6404; 360-647-6896; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6460; 360-676-6430; 360-676-6416; 360-676-6420; 360-676-6443; 360-676-6446; 360-676-6461; 360-676-6400,http://alderwood.bellinghamschools.org/our-school/school-directory; http://alderwood.bellinghamschools.org/directory,Error fetching http://alderwood.bellinghamschools.org/contact: HTTPError; Error fetching http://alderwood.bellinghamschools.org/contact-us: HTTPError; Error fetching http://alderwood.bellinghamschools.org/contactus: HTTPError; Error fetching http://alderwood.bellinghamschools.org/about: HTTPError
http://bellingham.bellinghamschools.org/,Home - Bellingham High School,360-676-6575; 360-647-6803; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-209-1287; 360-676-6400; 360-647-6871; 360-676-6481; 360-676-4886; 360-676-6450; 360-961-9623; 360-676-6470; 360-676-6471; 360-676-6502,http://bellingham.bellinghamschools.org/; http://bellingham.bellinghamschools.org/our-school/school-directory; http://bellingham.bellinghamschools.org/staff; http://bellingham.bellinghamschools.org/staff/school-forms; http://bellingham.bellinghamschools.org/our-school/about-our-school; http://bellingham.bellinghamschools.org/directory; http://bellingham.bellinghamschools.org/academics/multi-lingual-learner-mll/district-mll-program,Error fetching http://bellingham.bellinghamschools.org/contact: HTTPError; Error fetching http://bellingham.bellinghamschools.org/contact-us: HTTPError; Error fetching http://bellingham.bellinghamschools.org/contactus: HTTPError; Error fetching http://bellingham.bellinghamschools.org/about: HTTPError
http://camas.wednet.edu/helenballer/index/htm,Client Challenge,Not found,,
http://www.cashmere.wednet.edu/Domain/8,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.cashmere.wednet.edu/Domain/8
http://ccp.csd49.org/,Home - Chimacum Creek Primary School,Not found,,Error fetching http://ccp.csd49.org/contact: HTTPError; Error fetching http://ccp.csd49.org/contact-us: HTTPError; Error fetching http://ccp.csd49.org/contactus: HTTPError; Error fetching http://ccp.csd49.org/staff: HTTPError
http://clarkston.schoolwires.net/parkway/site/default.asp,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='clarkston.schoolwires.net', port=80): Max retries exceeded with url: /parkway/site/default.asp (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F0785D0>: Failed to resolve 'clarkston.schoolwires.net' ([Errno 11001] getaddrinfo failed)""))"
http://www.ephrataschools.org,Ephrata School District 165,Not found,,Error fetching http://www.ephrataschools.org/contact: HTTPError; Error fetching http://www.ephrataschools.org/contact-us: HTTPError; Error fetching http://www.ephrataschools.org/contactus: HTTPError; Error fetching http://www.ephrataschools.org/directory: HTTPError
http://www.everettsd.org/garfieldes,Garfield Elementary School / Homepage,425-385-4700; 425-385-4702; 425-385-4000; 425-385-4701; 425-385-4706; 425-385-4714; 425-385-4721,http://www.everettsd.org/garfieldes; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/117; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=20&ChannelID=202&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=34&DomainID=20#calendar20/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=34&DomainID=20#calendar20/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/silverfirs,Silver Firs Elementary School / Homepage,425-385-6500; 425-385-6502; (425) 385-6505; 425-385-4000; 425-302-9200; 425-385-6501; 425-385-6503; 425-385-6507; 425-385-6506; 425-385-6522,http://www.everettsd.org/silverfirs; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1390; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=29&ChannelID=292&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/Page/43339; https://www.everettsd.org/site/Default.aspx?PageID=52&DomainID=29#calendar29/20260216/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/cedarwood,Cedar Wood Elementary School / Homepage,425-385-7700; 425-385-7702; 425-385-7705; 425-385-4000; 425-385-7781; 425-385-7712,http://www.everettsd.org/cedarwood; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1422; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=17&ChannelID=355&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=28&DomainID=17#calendar17/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=28&DomainID=17#calendar17/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://centralavenue.fpschools.org,Home - Franklin Pierce School District - Central Avenue Elementary,(253) 298-3200; (253) 369-0138,http://centralavenue.fpschools.org; http://centralavenue.fpschools.org/general-information/contact-us; http://centralavenue.fpschools.org/staff,Error fetching http://centralavenue.fpschools.org/contact: HTTPError; Error fetching http://centralavenue.fpschools.org/contact-us: HTTPError; Error fetching http://centralavenue.fpschools.org/contactus: HTTPError; Error fetching http://centralavenue.fpschools.org/directory: HTTPError; Error fetching http://centralavenue.fpschools.org/about: HTTPError
